c,h,l,n,o,t,v,vw,symbol,es_id
103561.77,105701.95874508379,100750.0,203,103518.4,2025-01-20T20:00:00Z,0.786844536,103836.276869,BTC/USD,BTC/USD_2025-01-20T20:00:00Z
102536.65,103937.614,102536.65,11,103613.218,2025-01-20T21:00:00Z,0.016622272,103697.804194,BTC/USD,BTC/USD_2025-01-20T21:00:00Z
103492.836,103705.8585,101813.6,6,102533.905,2025-01-20T22:00:00Z,0.02171965,102575.875406,BTC/USD,BTC/USD_2025-01-20T22:00:00Z
102225.42,103589.3075,101654.57,3,103527.3185,2025-01-20T23:00:00Z,0.006846494,103074.074935,BTC/USD,BTC/USD_2025-01-20T23:00:00Z
101067.655,102523.875,101033.3615,5,102292.8,2025-01-21T00:00:00Z,0.164219396,102216.169577,BTC/USD,BTC/USD_2025-01-21T00:00:00Z
101377.07,102101.312,100104.205,8,101027.85,2025-01-21T01:00:00Z,0.015214768,101008.799184,BTC/USD,BTC/USD_2025-01-21T01:00:00Z
102411.3795,102659.2785,101011.5,6,101344.7,2025-01-21T02:00:00Z,0.036023497,102269.748386,BTC/USD,BTC/USD_2025-01-21T02:00:00Z
102851.672,103125.0,102220.1925,7,102376.73,2025-01-21T03:00:00Z,0.48048012,102858.283653,BTC/USD,BTC/USD_2025-01-21T03:00:00Z
102239.955,102838.8005,101877.604,3,102828.027,2025-01-21T04:00:00Z,0.010222202,102089.622931,BTC/USD,BTC/USD_2025-01-21T04:00:00Z
101293.92,102374.6185,101262.215,2,102200.0575,2025-01-21T05:00:00Z,0.106773754,101584.506973,BTC/USD,BTC/USD_2025-01-21T05:00:00Z
102062.215,102062.215,101022.3,5,101244.23,2025-01-21T06:00:00Z,0.007170958,101650.494768,BTC/USD,BTC/USD_2025-01-21T06:00:00Z
101895.592,102378.485,101762.165,4,102021.216,2025-01-21T07:00:00Z,0.032830673,102273.883869,BTC/USD,BTC/USD_2025-01-21T07:00:00Z
102363.975,102388.035,101655.3205,2,101845.7855,2025-01-21T08:00:00Z,0.063471929,101999.700051,BTC/USD,BTC/USD_2025-01-21T08:00:00Z
102606.425,102768.185,102007.588,4,102380.03,2025-01-21T09:00:00Z,0.009869638,102532.699768,BTC/USD,BTC/USD_2025-01-21T09:00:00Z
103085.9,103194.48,102476.385,6,102564.8415,2025-01-21T10:00:00Z,0.031298934,102795.758373,BTC/USD,BTC/USD_2025-01-21T10:00:00Z
103668.886,103856.25,103021.85,11,103053.975,2025-01-21T11:00:00Z,0.066405185,103593.382387,BTC/USD,BTC/USD_2025-01-21T11:00:00Z
104419.1985,104633.9,103566.99,12,103727.105,2025-01-21T12:00:00Z,0.071376954,103940.440787,BTC/USD,BTC/USD_2025-01-21T12:00:00Z
104347.769,104812.6784908756,104055.3125,7,104350.824,2025-01-21T13:00:00Z,0.012317849,104640.137948,BTC/USD,BTC/USD_2025-01-21T13:00:00Z
103183.11,105196.7455,102968.72,12,104403.99,2025-01-21T14:00:00Z,0.199083388,104462.29117,BTC/USD,BTC/USD_2025-01-21T14:00:00Z
103888.8225,103990.2,102738.0605,11,103118.63,2025-01-21T15:00:00Z,0.052482673,103331.434018,BTC/USD,BTC/USD_2025-01-21T15:00:00Z
104937.165,106410.995,103798.45,24,103844.5085,2025-01-21T16:00:00Z,0.045611487,105343.512805,BTC/USD,BTC/USD_2025-01-21T16:00:00Z
106152.115,106394.845,104889.541,12,104889.541,2025-01-21T17:00:00Z,0.106906771,105577.805519,BTC/USD,BTC/USD_2025-01-21T17:00:00Z
106885.38,107283.004,105914.895,27,106201.0495,2025-01-21T18:00:00Z,0.886667537,106484.497683,BTC/USD,BTC/USD_2025-01-21T18:00:00Z
107064.295,107228.212,106301.629,20,106827.59,2025-01-21T19:00:00Z,0.151653381,106561.849318,BTC/USD,BTC/USD_2025-01-21T19:00:00Z
106114.893,107189.76,105946.8,56,107012.915,2025-01-21T20:00:00Z,0.833044177,106169.973712,BTC/USD,BTC/USD_2025-01-21T20:00:00Z
106799.203,106850.975,105790.658,5,106196.1005,2025-01-21T21:00:00Z,0.005043905,106568.301599,BTC/USD,BTC/USD_2025-01-21T21:00:00Z
106074.43,106778.8055,106056.055,2,106744.6715,2025-01-21T22:00:00Z,0.000489401,106754.557523,BTC/USD,BTC/USD_2025-01-21T22:00:00Z
106177.01,106295.0635,105505.08,3,106096.0095,2025-01-21T23:00:00Z,0.00324117,105971.722447,BTC/USD,BTC/USD_2025-01-21T23:00:00Z
105962.204,106315.27,105764.5,6,106225.95,2025-01-22T00:00:00Z,0.033144152,105904.174573,BTC/USD,BTC/USD_2025-01-22T00:00:00Z
105806.6,106386.455,105467.605,1,105922.311,2025-01-22T01:00:00Z,0.002526398,105915.9,BTC/USD,BTC/USD_2025-01-22T01:00:00Z
105600.55,106202.6435,105600.55,1,105816.8855,2025-01-22T02:00:00Z,0.000176318,106123.343,BTC/USD,BTC/USD_2025-01-22T02:00:00Z
105669.7,105892.8875,105644.15,2,105644.15,2025-01-22T03:00:00Z,0.011598401,105734.723379,BTC/USD,BTC/USD_2025-01-22T03:00:00Z
105617.805,105887.19,105342.315,7,105597.075,2025-01-22T04:00:00Z,0.54196787,105836.659986,BTC/USD,BTC/USD_2025-01-22T04:00:00Z
105711.8395,105854.686,105508.6925,2,105573.345,2025-01-22T05:00:00Z,0.003063314,105793.298804,BTC/USD,BTC/USD_2025-01-22T05:00:00Z
105397.87,105968.503,105196.65,7,105626.619,2025-01-22T06:00:00Z,0.698053387,105359.028232,BTC/USD,BTC/USD_2025-01-22T06:00:00Z
105132.736,105671.37,105072.353,4,105348.165,2025-01-22T07:00:00Z,0.031829247,105225.488532,BTC/USD,BTC/USD_2025-01-22T07:00:00Z
105276.17,105335.575,104734.826,3,105176.556,2025-01-22T08:00:00Z,0.005033628,105056.139904,BTC/USD,BTC/USD_2025-01-22T08:00:00Z
104955.953,105280.6,104878.61,1,105219.7395,2025-01-22T09:00:00Z,0.008579198,104878.61,BTC/USD,BTC/USD_2025-01-22T09:00:00Z
105146.0,105152.995,104692.195,6,104886.45,2025-01-22T10:00:00Z,0.255914335,105002.52846,BTC/USD,BTC/USD_2025-01-22T10:00:00Z
105064.924,105419.53,104774.45,9,105085.279,2025-01-22T11:00:00Z,0.151400864,105131.694499,BTC/USD,BTC/USD_2025-01-22T11:00:00Z
105306.72,105586.7,105052.1555,24,105122.98,2025-01-22T12:00:00Z,0.03085075,105437.810353,BTC/USD,BTC/USD_2025-01-22T12:00:00Z
104081.2125,105528.5,103806.0,14,105244.625,2025-01-22T13:00:00Z,0.059214348,104906.504863,BTC/USD,BTC/USD_2025-01-22T13:00:00Z
104376.112,104899.545,103637.585,24,104119.915,2025-01-22T14:00:00Z,0.321627514,104395.803188,BTC/USD,BTC/USD_2025-01-22T14:00:00Z
104229.1185,105145.985,104029.735,9,104444.662,2025-01-22T15:00:00Z,0.23633395,104347.237466,BTC/USD,BTC/USD_2025-01-22T15:00:00Z
103735.55,104229.1185,103352.6,14,104162.537,2025-01-22T16:00:00Z,0.014522361,103827.029138,BTC/USD,BTC/USD_2025-01-22T16:00:00Z
104374.96,104579.1275,103688.5365,10,103688.5365,2025-01-22T17:00:00Z,0.344825895,104012.998321,BTC/USD,BTC/USD_2025-01-22T17:00:00Z
103939.955,104673.0,103799.684,9,104325.285,2025-01-22T18:00:00Z,0.026709564,104426.530517,BTC/USD,BTC/USD_2025-01-22T18:00:00Z
104626.4085,104737.1195,103842.37,10,103882.1145,2025-01-22T19:00:00Z,0.014468822,104146.913405,BTC/USD,BTC/USD_2025-01-22T19:00:00Z
104273.697,104794.745,104022.6,99,104577.405,2025-01-22T20:00:00Z,0.155226421,104302.372009,BTC/USD,BTC/USD_2025-01-22T20:00:00Z
104082.2205,104355.272,103640.6365,22,104355.272,2025-01-22T21:00:00Z,0.01703346,103918.804155,BTC/USD,BTC/USD_2025-01-22T21:00:00Z
103817.534,104441.3666,103776.6645,8,104029.215,2025-01-22T22:00:00Z,0.007953332,104093.323802,BTC/USD,BTC/USD_2025-01-22T22:00:00Z
103643.2415,104160.155,103643.2415,2,103880.0215,2025-01-22T23:00:00Z,0.014362432,104005.872732,BTC/USD,BTC/USD_2025-01-22T23:00:00Z
103297.17,103736.71,103047.795,6,103581.975,2025-01-23T00:00:00Z,0.502618308,103498.626177,BTC/USD,BTC/USD_2025-01-23T00:00:00Z
102880.6825,103565.9455,102564.95,5,103218.2155,2025-01-23T01:00:00Z,0.651453472,103024.16828,BTC/USD,BTC/USD_2025-01-23T01:00:00Z
102632.712,102930.4585,102060.0085,13,102930.4585,2025-01-23T02:00:00Z,0.853633469,102485.19717,BTC/USD,BTC/USD_2025-01-23T02:00:00Z
102402.8,102945.435,102172.5175,6,102583.829,2025-01-23T03:00:00Z,0.020777449,102840.303102,BTC/USD,BTC/USD_2025-01-23T03:00:00Z
102018.9815,102429.71,101564.3425,18,102364.83,2025-01-23T04:00:00Z,0.836893185,101925.861351,BTC/USD,BTC/USD_2025-01-23T04:00:00Z
102475.845,102553.55,101934.1015,3,102054.581,2025-01-23T05:00:00Z,0.02127508,102225.83486,BTC/USD,BTC/USD_2025-01-23T05:00:00Z
102217.85,102870.68,102177.7705,50,102493.924,2025-01-23T06:00:00Z,0.006000671,102529.17147,BTC/USD,BTC/USD_2025-01-23T06:00:00Z
102659.329,102758.795,102053.2785,5,102184.545,2025-01-23T07:00:00Z,0.017689568,102273.328703,BTC/USD,BTC/USD_2025-01-23T07:00:00Z
102214.418,102606.8515,102036.718,2,102606.8515,2025-01-23T08:00:00Z,0.059505154,102491.646238,BTC/USD,BTC/USD_2025-01-23T08:00:00Z
101642.502,102444.6875,101562.798,7,102244.675,2025-01-23T09:00:00Z,0.009172286,102196.088921,BTC/USD,BTC/USD_2025-01-23T09:00:00Z
101625.97,102045.08,101294.4105,6,101678.4575,2025-01-23T10:00:00Z,0.05348464,101585.028654,BTC/USD,BTC/USD_2025-01-23T10:00:00Z
101914.79,102181.321,101702.1375,5,101702.1375,2025-01-23T11:00:00Z,0.029219128,101872.596137,BTC/USD,BTC/USD_2025-01-23T11:00:00Z
101613.85,102107.6225,101401.571,11,101986.3,2025-01-23T12:00:00Z,0.024238244,101673.587696,BTC/USD,BTC/USD_2025-01-23T12:00:00Z
102504.8745,102658.5915,101326.627,12,101676.1955,2025-01-23T13:00:00Z,0.080970557,102360.932322,BTC/USD,BTC/USD_2025-01-23T13:00:00Z
105186.695,106013.6,101979.781,47,102434.04,2025-01-23T14:00:00Z,0.221913819,103539.148916,BTC/USD,BTC/USD_2025-01-23T14:00:00Z
105281.629,105768.36,102762.095,27,105142.683,2025-01-23T15:00:00Z,0.682333028,104431.247934,BTC/USD,BTC/USD_2025-01-23T15:00:00Z
105162.76,106843.157,105094.38,39,105349.61132,2025-01-23T16:00:00Z,0.081098586,105994.68849,BTC/USD,BTC/USD_2025-01-23T16:00:00Z
105964.34,106273.174,104408.3945,11,105134.5245,2025-01-23T17:00:00Z,0.078172738,105003.722956,BTC/USD,BTC/USD_2025-01-23T17:00:00Z
105514.4865,106192.775,105192.855,22,106027.4,2025-01-23T18:00:00Z,0.182822744,105758.080442,BTC/USD,BTC/USD_2025-01-23T18:00:00Z
103831.024,105602.0,103507.8115,130,105431.4535,2025-01-23T19:00:00Z,0.028194714,104407.249643,BTC/USD,BTC/USD_2025-01-23T19:00:00Z
103340.624,106374.9,102637.011,134,103772.631,2025-01-23T20:00:00Z,0.375040354,104111.324806,BTC/USD,BTC/USD_2025-01-23T20:00:00Z
103155.616,103425.2985,102313.45,43,103264.405,2025-01-23T21:00:00Z,0.042275896,102915.337463,BTC/USD,BTC/USD_2025-01-23T21:00:00Z
103975.436,104724.2,103067.7345,9,103112.2595,2025-01-23T22:00:00Z,0.01537465,104179.372371,BTC/USD,BTC/USD_2025-01-23T22:00:00Z
103959.4605,104569.1,103819.13,8,104058.365,2025-01-23T23:00:00Z,0.058956809,104481.963371,BTC/USD,BTC/USD_2025-01-23T23:00:00Z
103468.0595,104163.846,103464.783,3,103899.54,2025-01-24T00:00:00Z,0.001611773,103812.770503,BTC/USD,BTC/USD_2025-01-24T00:00:00Z
103198.85,103895.808,103113.238,1,103509.575,2025-01-24T01:00:00Z,3.6759e-05,103647.544,BTC/USD,BTC/USD_2025-01-24T01:00:00Z
103028.8,103503.742,102991.303,4,103256.3255,2025-01-24T02:00:00Z,0.005406093,103479.148799,BTC/USD,BTC/USD_2025-01-24T02:00:00Z
103915.405,104242.34523,102789.3,10,103091.7245,2025-01-24T03:00:00Z,0.102418154,103704.390575,BTC/USD,BTC/USD_2025-01-24T03:00:00Z
104620.37,104886.706,103819.709,86,103867.03,2025-01-24T04:00:00Z,0.007635554,104316.821063,BTC/USD,BTC/USD_2025-01-24T04:00:00Z
105205.3,105237.05,104479.0,59,104591.975,2025-01-24T05:00:00Z,0.016473401,104795.072562,BTC/USD,BTC/USD_2025-01-24T05:00:00Z
104979.405,105403.84,104638.6875,6,105219.6,2025-01-24T06:00:00Z,0.015360364,104876.847956,BTC/USD,BTC/USD_2025-01-24T06:00:00Z
105040.25,105163.0455,104690.0765,3,105025.161,2025-01-24T07:00:00Z,0.010017334,104944.895573,BTC/USD,BTC/USD_2025-01-24T07:00:00Z
105512.79,105636.191,104950.302,9,105089.3091035,2025-01-24T08:00:00Z,0.019563052,105438.726914,BTC/USD,BTC/USD_2025-01-24T08:00:00Z
105190.68,105739.5,105063.2795,6,105451.564,2025-01-24T09:00:00Z,0.008124472,105480.166259,BTC/USD,BTC/USD_2025-01-24T09:00:00Z
105396.8555,105424.907,105079.45,4,105113.9575,2025-01-24T10:00:00Z,0.029480086,105354.472611,BTC/USD,BTC/USD_2025-01-24T10:00:00Z
105424.843,105538.55,105227.055,1,105448.8275,2025-01-24T11:00:00Z,0.000284287,105349.7,BTC/USD,BTC/USD_2025-01-24T11:00:00Z
105481.264075,105582.7565,105206.7985,4,105472.635,2025-01-24T12:00:00Z,0.165610724,105387.588288,BTC/USD,BTC/USD_2025-01-24T12:00:00Z
105169.5295,105723.84,105009.581,10,105483.52815,2025-01-24T13:00:00Z,0.019783876,105369.734815,BTC/USD,BTC/USD_2025-01-24T13:00:00Z
105831.65,106297.229219143,104678.1,17,105109.3,2025-01-24T14:00:00Z,0.14729647,105728.270607,BTC/USD,BTC/USD_2025-01-24T14:00:00Z
105908.6665,105995.304,105294.895,10,105876.4165,2025-01-24T15:00:00Z,0.130767858,105658.109715,BTC/USD,BTC/USD_2025-01-24T15:00:00Z
105693.154,106199.5,105610.7305,12,105930.91,2025-01-24T16:00:00Z,0.058343375,105932.981293,BTC/USD,BTC/USD_2025-01-24T16:00:00Z
106530.35,106724.193,105665.25,6,105733.131,2025-01-24T17:00:00Z,0.012869013,106195.120084,BTC/USD,BTC/USD_2025-01-24T17:00:00Z
106354.915,107152.468,106116.4635500828,23,106563.896,2025-01-24T18:00:00Z,0.080942616,106734.604712,BTC/USD,BTC/USD_2025-01-24T18:00:00Z
105856.73,106630.06,105745.0,15,106442.33,2025-01-24T19:00:00Z,0.115858224,106090.128702,BTC/USD,BTC/USD_2025-01-24T19:00:00Z
104827.65,105844.8,104756.2305,71,105770.348,2025-01-24T20:00:00Z,0.239279696,105243.753759,BTC/USD,BTC/USD_2025-01-24T20:00:00Z
105138.4635,105342.305,104889.905,4,104889.905,2025-01-24T21:00:00Z,0.104703807,105287.686783,BTC/USD,BTC/USD_2025-01-24T21:00:00Z
104759.886,105462.4138,104759.886,7,105087.207,2025-01-24T22:00:00Z,0.004883865,105283.502869,BTC/USD,BTC/USD_2025-01-24T22:00:00Z
104872.87,104967.2,104478.71,28,104795.4925,2025-01-24T23:00:00Z,0.018118334,104596.004368,BTC/USD,BTC/USD_2025-01-24T23:00:00Z
104434.1135,104950.5,104330.196,111,104853.0795,2025-01-25T00:00:00Z,0.010978007,104636.282545,BTC/USD,BTC/USD_2025-01-25T00:00:00Z
104730.17,104904.562,104352.95,82,104501.87,2025-01-25T01:00:00Z,0.0107403,104663.616298,BTC/USD,BTC/USD_2025-01-25T01:00:00Z
104534.3815,104878.1,104420.8,84,104805.0,2025-01-25T02:00:00Z,0.009142743,104637.202706,BTC/USD,BTC/USD_2025-01-25T02:00:00Z
105194.355,105334.846,104397.0,79,104536.652,2025-01-25T03:00:00Z,0.008632015,104761.331412,BTC/USD,BTC/USD_2025-01-25T03:00:00Z
104639.381,105196.676,104544.9,82,105119.315,2025-01-25T04:00:00Z,0.005711549,104905.088161,BTC/USD,BTC/USD_2025-01-25T04:00:00Z
104339.9965,104721.8,104218.362282878,40,104550.4,2025-01-25T05:00:00Z,0.002486067,104543.976021,BTC/USD,BTC/USD_2025-01-25T05:00:00Z
104308.366,104474.4435,104236.906141439,3,104302.49,2025-01-25T06:00:00Z,0.00485861,104258.445504,BTC/USD,BTC/USD_2025-01-25T06:00:00Z
104371.23,104481.0,104235.38,3,104235.38,2025-01-25T07:00:00Z,0.001648335,104338.590835,BTC/USD,BTC/USD_2025-01-25T07:00:00Z
104283.584141439,104490.707,104225.681141439,3,104300.96,2025-01-25T08:00:00Z,0.008360208,104353.026168,BTC/USD,BTC/USD_2025-01-25T08:00:00Z
104369.105,104448.15,104264.102,2,104348.157,2025-01-25T09:00:00Z,0.028357851,104264.258533,BTC/USD,BTC/USD_2025-01-25T09:00:00Z
104520.4345,104612.5105,104110.7825,5,104322.428,2025-01-25T10:00:00Z,0.022995367,104222.971026,BTC/USD,BTC/USD_2025-01-25T10:00:00Z
104643.2,104699.2,104373.4,7,104560.2,2025-01-25T11:00:00Z,0.08600304,104550.63423,BTC/USD,BTC/USD_2025-01-25T11:00:00Z
104757.93,104793.36,104454.3285,4,104634.1655,2025-01-25T12:00:00Z,0.041399187,104582.903194,BTC/USD,BTC/USD_2025-01-25T12:00:00Z
104701.755,104926.321,104638.295,1,104789.156,2025-01-25T13:00:00Z,0.000463677,104926.321,BTC/USD,BTC/USD_2025-01-25T13:00:00Z
104615.892,104766.0,104507.646,2,104766.0,2025-01-25T14:00:00Z,0.001412925,104650.073725,BTC/USD,BTC/USD_2025-01-25T14:00:00Z
104920.6875,105107.85,104594.5,7,104653.768,2025-01-25T15:00:00Z,0.01624396,104865.731233,BTC/USD,BTC/USD_2025-01-25T15:00:00Z
104658.332,105018.558,104614.476,6,104998.375,2025-01-25T16:00:00Z,0.007019781,104792.067634,BTC/USD,BTC/USD_2025-01-25T16:00:00Z
104908.915,104908.915,104470.46,2,104600.86,2025-01-25T17:00:00Z,0.009409595,104679.147875,BTC/USD,BTC/USD_2025-01-25T17:00:00Z
104953.17,105258.775,104854.1,2,104968.408,2025-01-25T18:00:00Z,0.05681379,104977.327736,BTC/USD,BTC/USD_2025-01-25T18:00:00Z
105046.1,105191.3875,104882.99,6,105033.754,2025-01-25T19:00:00Z,0.009610048,105093.025061,BTC/USD,BTC/USD_2025-01-25T19:00:00Z
104957.82,105180.0,104933.34,49,105121.4,2025-01-25T20:00:00Z,0.120976769,105074.294091,BTC/USD,BTC/USD_2025-01-25T20:00:00Z
105075.435,105075.435,104857.0775,1,104903.6,2025-01-25T21:00:00Z,0.000756657,104881.3,BTC/USD,BTC/USD_2025-01-25T21:00:00Z
105039.769,105175.475,105012.271,0,105116.485,2025-01-25T22:00:00Z,0.0,105116.485,BTC/USD,BTC/USD_2025-01-25T22:00:00Z
104708.45,105108.9,104706.705,4,105108.9,2025-01-25T23:00:00Z,0.001625534,104839.232796,BTC/USD,BTC/USD_2025-01-25T23:00:00Z
104596.8245,104869.0,104521.908,2,104775.752,2025-01-26T00:00:00Z,0.020449855,104757.916505,BTC/USD,BTC/USD_2025-01-26T00:00:00Z
104621.5915,104734.775,104511.445,0,104556.056,2025-01-26T01:00:00Z,0.0,104556.056,BTC/USD,BTC/USD_2025-01-26T01:00:00Z
104666.4565,104693.7175,104520.335,2,104557.475,2025-01-26T02:00:00Z,0.008770895,104602.209902,BTC/USD,BTC/USD_2025-01-26T02:00:00Z
104989.592,105160.395,104686.4675,1,104686.4675,2025-01-26T03:00:00Z,0.115,105114.73,BTC/USD,BTC/USD_2025-01-26T03:00:00Z
105151.23,105469.985,104958.385,2,105057.41,2025-01-26T04:00:00Z,0.025202489,105194.477727,BTC/USD,BTC/USD_2025-01-26T04:00:00Z
105099.98,105169.595,104981.15,4,105094.089,2025-01-26T05:00:00Z,0.015999648,105030.149524,BTC/USD,BTC/USD_2025-01-26T05:00:00Z
104964.96,105100.199,104948.3335,2,105026.535,2025-01-26T06:00:00Z,0.003124051,104991.566696,BTC/USD,BTC/USD_2025-01-26T06:00:00Z
104985.607,105062.79,104924.784,1,105020.687,2025-01-26T07:00:00Z,0.00128244,105062.79,BTC/USD,BTC/USD_2025-01-26T07:00:00Z
105046.7,105222.175,104881.764,11,105011.65,2025-01-26T08:00:00Z,0.012948437,105100.226397,BTC/USD,BTC/USD_2025-01-26T08:00:00Z
104592.015,104998.125,104417.11,3,104986.988,2025-01-26T09:00:00Z,0.021080689,104703.896836,BTC/USD,BTC/USD_2025-01-26T09:00:00Z
104715.05,104757.5,104492.95,3,104640.1795,2025-01-26T10:00:00Z,0.004873618,104612.795771,BTC/USD,BTC/USD_2025-01-26T10:00:00Z
104836.5455,104897.43,104694.958,2,104773.1655,2025-01-26T11:00:00Z,0.001183266,104892.455632,BTC/USD,BTC/USD_2025-01-26T11:00:00Z
104867.682,104867.682,104642.09,9,104809.07,2025-01-26T12:00:00Z,0.008076277,104767.184032,BTC/USD,BTC/USD_2025-01-26T12:00:00Z
104962.6945,105040.207,104858.959,2,104922.26,2025-01-26T13:00:00Z,1.9975e-05,104936.48821,BTC/USD,BTC/USD_2025-01-26T13:00:00Z
104959.636,105013.164,104805.9825,3,104902.633,2025-01-26T14:00:00Z,0.003093365,104870.707607,BTC/USD,BTC/USD_2025-01-26T14:00:00Z
104967.946,105087.38,104879.7365,5,104899.112,2025-01-26T15:00:00Z,0.004554874,104999.686084,BTC/USD,BTC/USD_2025-01-26T15:00:00Z
104931.1315,105071.905,104897.66,4,104963.3,2025-01-26T16:00:00Z,0.000907711,105052.890079,BTC/USD,BTC/USD_2025-01-26T16:00:00Z
104946.25,105075.6,104887.5495,3,104942.357,2025-01-26T17:00:00Z,0.000157782,104999.536784,BTC/USD,BTC/USD_2025-01-26T17:00:00Z
105193.1705,105292.7,104866.4,18,104866.4,2025-01-26T18:00:00Z,0.275098314,105170.337027,BTC/USD,BTC/USD_2025-01-26T18:00:00Z
105082.99,105296.56,104993.96,14,105190.83,2025-01-26T19:00:00Z,0.000133238,105110.679461,BTC/USD,BTC/USD_2025-01-26T19:00:00Z
104908.963,105255.343,104896.5,81,105162.1,2025-01-26T20:00:00Z,0.324343151,105090.661637,BTC/USD,BTC/USD_2025-01-26T20:00:00Z
104544.789,104944.914,104544.789,10,104849.385,2025-01-26T21:00:00Z,0.608579806,104810.954902,BTC/USD,BTC/USD_2025-01-26T21:00:00Z
104327.143,104722.8525,104247.523,18,104501.619,2025-01-26T22:00:00Z,0.004614956,104570.059932,BTC/USD,BTC/USD_2025-01-26T22:00:00Z
102590.64,104327.143,102517.75,43,104271.4,2025-01-26T23:00:00Z,0.101659392,103251.485121,BTC/USD,BTC/USD_2025-01-26T23:00:00Z
101709.1975,103277.68,101553.55,17,102541.168,2025-01-27T00:00:00Z,0.054540751,102503.51649,BTC/USD,BTC/USD_2025-01-27T00:00:00Z
101250.155,102337.5,101133.49,14,101755.239,2025-01-27T01:00:00Z,0.787810946,101612.365562,BTC/USD,BTC/USD_2025-01-27T01:00:00Z
100900.1,101628.233,100830.045,17,101181.625,2025-01-27T02:00:00Z,0.132524972,101110.349022,BTC/USD,BTC/USD_2025-01-27T02:00:00Z
101316.6415,101771.02,100703.7035,9,100844.8665,2025-01-27T03:00:00Z,0.08439958,101113.001307,BTC/USD,BTC/USD_2025-01-27T03:00:00Z
100355.176,101329.5795,100279.01,23,101261.844,2025-01-27T04:00:00Z,0.277115627,100808.887355,BTC/USD,BTC/USD_2025-01-27T04:00:00Z
100306.9,100668.8,99680.44,24,100365.66,2025-01-27T05:00:00Z,0.809387604,100327.178092,BTC/USD,BTC/USD_2025-01-27T05:00:00Z
98891.28,100423.33,98671.85,65,100256.175,2025-01-27T06:00:00Z,0.449828831,99375.347746,BTC/USD,BTC/USD_2025-01-27T06:00:00Z
99036.1665,99417.38,97786.435,38,98938.1575,2025-01-27T07:00:00Z,1.062863581,98725.384938,BTC/USD,BTC/USD_2025-01-27T07:00:00Z
98966.0,99299.6,98664.9145,13,98990.8,2025-01-27T08:00:00Z,0.317614204,98899.283219,BTC/USD,BTC/USD_2025-01-27T08:00:00Z
99383.05,99563.3,98680.71,82,99019.345,2025-01-27T09:00:00Z,0.534640922,99344.610096,BTC/USD,BTC/USD_2025-01-27T09:00:00Z
98362.3465,99495.2,98261.8185,17,99456.3,2025-01-27T10:00:00Z,0.746885383,98718.656374,BTC/USD,BTC/USD_2025-01-27T10:00:00Z
98776.6565,99358.6,98296.1635,9,98296.1635,2025-01-27T11:00:00Z,0.101345407,99054.281973,BTC/USD,BTC/USD_2025-01-27T11:00:00Z
100576.48,100827.59,98759.25,15,98788.28,2025-01-27T12:00:00Z,0.610783125,100320.476388,BTC/USD,BTC/USD_2025-01-27T12:00:00Z
100485.337,101664.4195598124,100026.9945,22,100643.151,2025-01-27T13:00:00Z,0.277379985,101313.622795,BTC/USD,BTC/USD_2025-01-27T13:00:00Z
101933.3705,102280.425,100162.6995,16,100446.241,2025-01-27T14:00:00Z,0.144162258,101536.979308,BTC/USD,BTC/USD_2025-01-27T14:00:00Z
101155.3725,102121.118,100921.665,14,102012.206,2025-01-27T15:00:00Z,0.15292501,101598.403366,BTC/USD,BTC/USD_2025-01-27T15:00:00Z
99703.6035,101319.6,99566.875,17,101068.3355,2025-01-27T16:00:00Z,0.041635128,100450.401623,BTC/USD,BTC/USD_2025-01-27T16:00:00Z
99137.228,100001.565,99088.491,13,99761.7495,2025-01-27T17:00:00Z,0.050827049,99593.846104,BTC/USD,BTC/USD_2025-01-27T17:00:00Z
99127.1575,99711.2545,98893.235,18,99090.203,2025-01-27T18:00:00Z,0.088859295,99366.501617,BTC/USD,BTC/USD_2025-01-27T18:00:00Z
99645.084,99874.6285,99161.98,10,99164.6955,2025-01-27T19:00:00Z,0.029295343,99448.403038,BTC/USD,BTC/USD_2025-01-27T19:00:00Z
101404.36,101719.85,99592.16,169,99678.395,2025-01-27T20:00:00Z,0.201762508,101060.945503,BTC/USD,BTC/USD_2025-01-27T20:00:00Z
101357.805,102377.7,100926.239,20,101365.765,2025-01-27T21:00:00Z,0.023902459,102073.241182,BTC/USD,BTC/USD_2025-01-27T21:00:00Z
101639.5905,101931.525,101313.45,5,101418.2505,2025-01-27T22:00:00Z,0.007107933,101734.714121,BTC/USD,BTC/USD_2025-01-27T22:00:00Z
102051.0365,102187.47,101696.285,3,101696.285,2025-01-27T23:00:00Z,0.058016572,101976.31308,BTC/USD,BTC/USD_2025-01-27T23:00:00Z
101888.93,102892.915,101835.811,7,102120.345,2025-01-28T00:00:00Z,0.0099,102515.212121,BTC/USD,BTC/USD_2025-01-28T00:00:00Z
101375.595,101980.152,101375.595,5,101829.2,2025-01-28T01:00:00Z,0.016744183,101809.378601,BTC/USD,BTC/USD_2025-01-28T01:00:00Z
102376.3845,102406.327,101343.077,3,101343.077,2025-01-28T02:00:00Z,0.007793251,101640.729925,BTC/USD,BTC/USD_2025-01-28T02:00:00Z
102660.38,102806.4845,102074.4885,2,102430.391,2025-01-28T03:00:00Z,0.005757025,102322.735565,BTC/USD,BTC/USD_2025-01-28T03:00:00Z
