c,h,l,n,o,t,v,vw,symbol,es_id
102934.5,103329.071,102647.608,11,102716.803,2025-01-28T04:00:00Z,0.035071537,103053.882702,BTC/USD,BTC/USD_2025-01-28T04:00:00Z
103002.5,103327.87,102876.4,4,102981.6,2025-01-28T05:00:00Z,0.10764966,103215.848189,BTC/USD,BTC/USD_2025-01-28T05:00:00Z
102745.505,103222.3285,102639.85,7,103035.1535,2025-01-28T06:00:00Z,0.05955591,102800.639275,BTC/USD,BTC/USD_2025-01-28T06:00:00Z
102801.445,103306.75,102536.35,1,102697.135,2025-01-28T07:00:00Z,0.004806787,103199.6,BTC/USD,BTC/USD_2025-01-28T07:00:00Z
102808.0395,103010.0,102655.065,5,102832.615,2025-01-28T08:00:00Z,0.035464927,102805.601052,BTC/USD,BTC/USD_2025-01-28T08:00:00Z
102916.9,102931.957,102389.705,2,102877.4765,2025-01-28T09:00:00Z,0.040943016,102729.993741,BTC/USD,BTC/USD_2025-01-28T09:00:00Z
102729.0435,103196.0185,102625.65,8,102972.075,2025-01-28T10:00:00Z,0.011788388,103072.055003,BTC/USD,BTC/USD_2025-01-28T10:00:00Z
102753.9885,102927.6505,102595.82,1,102819.785,2025-01-28T11:00:00Z,0.001905079,102851.8,BTC/USD,BTC/USD_2025-01-28T11:00:00Z
102560.3,103052.8,102517.02,6,102819.867,2025-01-28T12:00:00Z,0.783987504,102811.020174,BTC/USD,BTC/USD_2025-01-28T12:00:00Z
102564.2285,102959.1,102127.5,6,102623.2,2025-01-28T13:00:00Z,0.013707229,102905.115987,BTC/USD,BTC/USD_2025-01-28T13:00:00Z
102677.21,102909.66,101814.533,15,102524.5805,2025-01-28T14:00:00Z,0.221489923,102456.505974,BTC/USD,BTC/USD_2025-01-28T14:00:00Z
102760.261,103703.135,102564.5,18,102708.4285,2025-01-28T15:00:00Z,1.221214286,103104.063084,BTC/USD,BTC/USD_2025-01-28T15:00:00Z
102274.03,102879.018,101945.905,23,102824.192,2025-01-28T16:00:00Z,0.071881755,102229.639705,BTC/USD,BTC/USD_2025-01-28T16:00:00Z
102573.895,103091.702,102220.369,11,102348.12,2025-01-28T17:00:00Z,0.143641377,102802.412543,BTC/USD,BTC/USD_2025-01-28T17:00:00Z
102228.6,103112.52,102171.55,15,102517.4135,2025-01-28T18:00:00Z,0.022386805,102705.954612,BTC/USD,BTC/USD_2025-01-28T18:00:00Z
102435.2715,102651.0,101844.35,11,102161.121,2025-01-28T19:00:00Z,0.110880879,102291.957332,BTC/USD,BTC/USD_2025-01-28T19:00:00Z
101181.382,102561.192,101181.382,133,102361.643,2025-01-28T20:00:00Z,0.279186855,101785.894283,BTC/USD,BTC/USD_2025-01-28T20:00:00Z
100288.875,101465.032,100259.877,20,101236.465,2025-01-28T21:00:00Z,0.022878554,101012.822782,BTC/USD,BTC/USD_2025-01-28T21:00:00Z
101232.7035,101337.77,100274.049,21,100274.049,2025-01-28T22:00:00Z,0.067668646,100619.883649,BTC/USD,BTC/USD_2025-01-28T22:00:00Z
101299.715,101374.005,100729.27,15,101166.15,2025-01-28T23:00:00Z,0.006751521,100935.944804,BTC/USD,BTC/USD_2025-01-28T23:00:00Z
101663.245,101776.2,101319.85,9,101336.85,2025-01-29T00:00:00Z,0.012878048,101560.647239,BTC/USD,BTC/USD_2025-01-29T00:00:00Z
101811.3255,101948.547,101443.747,5,101718.45,2025-01-29T01:00:00Z,0.006504001,101805.745661,BTC/USD,BTC/USD_2025-01-29T01:00:00Z
101762.304,102260.95,101663.0,3,101855.805,2025-01-29T02:00:00Z,0.001360795,101897.319395,BTC/USD,BTC/USD_2025-01-29T02:00:00Z
102062.64,102147.0475,101780.5305,4,101780.5305,2025-01-29T03:00:00Z,0.114890239,101950.413755,BTC/USD,BTC/USD_2025-01-29T03:00:00Z
101982.5035,102178.331,101955.3525,4,101978.5815,2025-01-29T04:00:00Z,0.16468465,102049.361564,BTC/USD,BTC/USD_2025-01-29T04:00:00Z
102213.785,102350.163,101966.25,3,101966.25,2025-01-29T05:00:00Z,0.077877042,102222.289677,BTC/USD,BTC/USD_2025-01-29T05:00:00Z
102796.4845,102798.5,102254.055,4,102270.0145,2025-01-29T06:00:00Z,0.010775506,102473.939691,BTC/USD,BTC/USD_2025-01-29T06:00:00Z
102726.342,102855.469,102453.35,4,102855.469,2025-01-29T07:00:00Z,0.060043381,102552.255472,BTC/USD,BTC/USD_2025-01-29T07:00:00Z
102707.048,102938.448,102687.46,3,102786.3505,2025-01-29T08:00:00Z,0.59803622,102764.825586,BTC/USD,BTC/USD_2025-01-29T08:00:00Z
102255.33,102734.131,102255.33,3,102734.131,2025-01-29T09:00:00Z,0.0188184,102346.459193,BTC/USD,BTC/USD_2025-01-29T09:00:00Z
102500.4905,102671.532,101670.0,1,102248.089,2025-01-29T10:00:00Z,0.0001,102423.1,BTC/USD,BTC/USD_2025-01-29T10:00:00Z
102603.8,102778.915,102376.552,7,102536.806,2025-01-29T11:00:00Z,0.028431674,102578.61354,BTC/USD,BTC/USD_2025-01-29T11:00:00Z
102188.1465,102769.285,102185.8,3,102520.6655,2025-01-29T12:00:00Z,0.010553456,102392.601413,BTC/USD,BTC/USD_2025-01-29T12:00:00Z
101843.51,102287.785,101708.2655,4,102262.999,2025-01-29T13:00:00Z,0.004227147,101894.421858,BTC/USD,BTC/USD_2025-01-29T13:00:00Z
101966.88,102324.0615,101587.7075,9,101805.04,2025-01-29T14:00:00Z,0.021665526,102112.619526,BTC/USD,BTC/USD_2025-01-29T14:00:00Z
102006.355,102466.169,101794.695,4,102009.42,2025-01-29T15:00:00Z,0.011433936,102011.779345,BTC/USD,BTC/USD_2025-01-29T15:00:00Z
102078.13,102141.61,101673.245,12,101948.22,2025-01-29T16:00:00Z,0.010799661,101915.624044,BTC/USD,BTC/USD_2025-01-29T16:00:00Z
102352.127,102733.2665,102029.786,2,102029.786,2025-01-29T17:00:00Z,0.009655595,102487.808806,BTC/USD,BTC/USD_2025-01-29T17:00:00Z
102915.54,103027.0745,102037.9,4,102397.0,2025-01-29T18:00:00Z,0.021987346,102182.529385,BTC/USD,BTC/USD_2025-01-29T18:00:00Z
103556.0925,103919.255,101420.14,24,102852.5555,2025-01-29T19:00:00Z,0.039442091,102435.850018,BTC/USD,BTC/USD_2025-01-29T19:00:00Z
104220.35,104769.0065,102882.265,132,103607.0975,2025-01-29T20:00:00Z,0.408199702,104101.161627,BTC/USD,BTC/USD_2025-01-29T20:00:00Z
103771.595,104403.1435,103771.595,17,104298.3,2025-01-29T21:00:00Z,0.004150905,104118.774402,BTC/USD,BTC/USD_2025-01-29T21:00:00Z
103492.62,104071.568,103414.3,18,103729.0715,2025-01-29T22:00:00Z,0.016163797,103700.022959,BTC/USD,BTC/USD_2025-01-29T22:00:00Z
103713.395,104322.65,103427.8,52,103427.8,2025-01-29T23:00:00Z,0.050378615,103900.042675,BTC/USD,BTC/USD_2025-01-29T23:00:00Z
104019.5325,104138.0085,103274.793,65,103754.0245,2025-01-30T00:00:00Z,0.001294128,103663.745126,BTC/USD,BTC/USD_2025-01-30T00:00:00Z
104244.645,104548.681,103896.99,66,104085.17,2025-01-30T01:00:00Z,0.001193109,104230.355034,BTC/USD,BTC/USD_2025-01-30T01:00:00Z
104673.903,104673.903,104033.4,26,104217.0185,2025-01-30T02:00:00Z,0.001435488,104141.58114,BTC/USD,BTC/USD_2025-01-30T02:00:00Z
105202.9,105242.0,104478.56,35,104596.945,2025-01-30T03:00:00Z,0.016989141,104964.673344,BTC/USD,BTC/USD_2025-01-30T03:00:00Z
105526.2735,105567.58,104855.4,34,105216.1,2025-01-30T04:00:00Z,0.034777196,105043.119162,BTC/USD,BTC/USD_2025-01-30T04:00:00Z
105357.4605,105543.565,104994.203,17,105496.13,2025-01-30T05:00:00Z,0.001337865,105109.044202,BTC/USD,BTC/USD_2025-01-30T05:00:00Z
105199.0085,105600.0,105115.802,48,105418.378,2025-01-30T06:00:00Z,0.035882042,105400.787387,BTC/USD,BTC/USD_2025-01-30T06:00:00Z
105166.9195,105334.94,104777.3,30,105118.935,2025-01-30T07:00:00Z,0.00396984,104870.98109,BTC/USD,BTC/USD_2025-01-30T07:00:00Z
105115.42,105399.95,104858.5,42,105187.585,2025-01-30T08:00:00Z,0.062434596,105055.783021,BTC/USD,BTC/USD_2025-01-30T08:00:00Z
105398.565,105549.06,105021.874,56,105172.54,2025-01-30T09:00:00Z,0.062755931,105329.35713,BTC/USD,BTC/USD_2025-01-30T09:00:00Z
105310.0735,105469.5,105081.16,38,105469.5,2025-01-30T10:00:00Z,0.000721566,105254.727614,BTC/USD,BTC/USD_2025-01-30T10:00:00Z
105290.309,105468.231,105055.77,44,105227.18,2025-01-30T11:00:00Z,0.135965053,105238.390531,BTC/USD,BTC/USD_2025-01-30T11:00:00Z
105043.3135,105290.309,104847.78,32,105238.316,2025-01-30T12:00:00Z,0.001571375,104999.609176,BTC/USD,BTC/USD_2025-01-30T12:00:00Z
104860.705,105356.82,104860.705,35,104974.5095,2025-01-30T13:00:00Z,0.057871629,105097.725879,BTC/USD,BTC/USD_2025-01-30T13:00:00Z
105915.21,106200.1,104680.065,42,104918.477,2025-01-30T14:00:00Z,0.272752633,105406.121789,BTC/USD,BTC/USD_2025-01-30T14:00:00Z
105558.625,106398.52224,105428.606,30,105851.649,2025-01-30T15:00:00Z,0.100454126,105990.072818,BTC/USD,BTC/USD_2025-01-30T15:00:00Z
105709.293,106005.7115,105496.41,6,105622.8725,2025-01-30T16:00:00Z,0.026398935,105737.966838,BTC/USD,BTC/USD_2025-01-30T16:00:00Z
105337.865,105676.27,104983.4265,11,105676.27,2025-01-30T17:00:00Z,0.004504884,105322.173843,BTC/USD,BTC/USD_2025-01-30T17:00:00Z
105591.295,105591.295,104786.691,6,105303.91,2025-01-30T18:00:00Z,0.013199862,105376.676394,BTC/USD,BTC/USD_2025-01-30T18:00:00Z
105728.5995,105753.3955,105289.255,8,105625.484,2025-01-30T19:00:00Z,0.032409599,105626.852988,BTC/USD,BTC/USD_2025-01-30T19:00:00Z
104938.406,105864.201,104888.94,122,105783.32,2025-01-30T20:00:00Z,0.344318867,105198.623695,BTC/USD,BTC/USD_2025-01-30T20:00:00Z
105063.075,105242.8,104874.4775,9,105002.7,2025-01-30T21:00:00Z,0.002124179,105133.31403,BTC/USD,BTC/USD_2025-01-30T21:00:00Z
105109.082,105351.116,105002.754,9,105125.2,2025-01-30T22:00:00Z,0.008558245,105110.433897,BTC/USD,BTC/USD_2025-01-30T22:00:00Z
104740.315,105275.367,104740.315,0,105110.568,2025-01-30T23:00:00Z,0.0,105125.04775,BTC/USD,BTC/USD_2025-01-30T23:00:00Z
104914.72,105017.5,104367.778,7,104786.493,2025-01-31T00:00:00Z,0.050409157,104830.78009,BTC/USD,BTC/USD_2025-01-31T00:00:00Z
104724.055,104875.741,104474.465,2,104875.741,2025-01-31T01:00:00Z,0.007094515,104668.785869,BTC/USD,BTC/USD_2025-01-31T01:00:00Z
104350.293,104867.168,104280.606641439,2,104786.759,2025-01-31T02:00:00Z,0.011759905,104374.577708,BTC/USD,BTC/USD_2025-01-31T02:00:00Z
104332.422,104383.21,103923.837,7,104299.535,2025-01-31T03:00:00Z,0.6532,104180.429524,BTC/USD,BTC/USD_2025-01-31T03:00:00Z
104005.735,104561.7355,103980.925,1,104298.083,2025-01-31T04:00:00Z,0.000689487,104200.79,BTC/USD,BTC/USD_2025-01-31T04:00:00Z
104283.423,104475.837,104006.629,2,104006.629,2025-01-31T05:00:00Z,0.021958393,104310.745456,BTC/USD,BTC/USD_2025-01-31T05:00:00Z
104502.5385,104751.2785,104337.3865,4,104337.3865,2025-01-31T06:00:00Z,0.013135561,104532.708564,BTC/USD,BTC/USD_2025-01-31T06:00:00Z
104190.29,104801.9415,104049.415,0,104474.364,2025-01-31T07:00:00Z,0.0,104474.364,BTC/USD,BTC/USD_2025-01-31T07:00:00Z
104058.935,104325.25,103991.53,7,104255.036,2025-01-31T08:00:00Z,0.031599993,104145.604796,BTC/USD,BTC/USD_2025-01-31T08:00:00Z
104260.037,104335.95,103913.599,6,104037.7595,2025-01-31T09:00:00Z,0.023770403,104180.865354,BTC/USD,BTC/USD_2025-01-31T09:00:00Z
104274.7765,104398.78,104059.179,2,104201.4105,2025-01-31T10:00:00Z,0.003086837,104125.67084,BTC/USD,BTC/USD_2025-01-31T10:00:00Z
104760.45,104836.8955,104276.5,3,104276.5,2025-01-31T11:00:00Z,0.002107274,104817.772519,BTC/USD,BTC/USD_2025-01-31T11:00:00Z
104671.813,104870.182,104589.199,3,104696.914,2025-01-31T12:00:00Z,0.01108395,104749.717261,BTC/USD,BTC/USD_2025-01-31T12:00:00Z
104636.655,104970.3,104569.04,2,104727.266,2025-01-31T13:00:00Z,0.002740514,104706.941885,BTC/USD,BTC/USD_2025-01-31T13:00:00Z
104424.835,104816.41,104110.7445,14,104701.48,2025-01-31T14:00:00Z,0.157716494,104312.178248,BTC/USD,BTC/USD_2025-01-31T14:00:00Z
105469.557,106027.53,104449.1,18,104449.1,2025-01-31T15:00:00Z,0.114696142,104872.162416,BTC/USD,BTC/USD_2025-01-31T15:00:00Z
105075.345,105653.73,104736.36,15,105520.305,2025-01-31T16:00:00Z,0.101420993,105019.825593,BTC/USD,BTC/USD_2025-01-31T16:00:00Z
104617.6145,105093.97,104573.15,5,105047.6625,2025-01-31T17:00:00Z,0.020270981,104860.462992,BTC/USD,BTC/USD_2025-01-31T17:00:00Z
102596.962,104830.934,102569.31,15,104579.078,2025-01-31T18:00:00Z,0.06753716,103391.351112,BTC/USD,BTC/USD_2025-01-31T18:00:00Z
102317.583,102963.07,102090.238,15,102541.5175,2025-01-31T19:00:00Z,0.107434348,102618.017491,BTC/USD,BTC/USD_2025-01-31T19:00:00Z
101606.8345,102269.3,101582.77,151,102250.4,2025-01-31T20:00:00Z,0.83547162,101816.968613,BTC/USD,BTC/USD_2025-01-31T20:00:00Z
102090.7,102090.7,101544.669,8,101544.669,2025-01-31T21:00:00Z,0.020837559,101733.694723,BTC/USD,BTC/USD_2025-01-31T21:00:00Z
102204.8,102471.24,101898.0,5,102134.295,2025-01-31T22:00:00Z,0.057958792,102094.152625,BTC/USD,BTC/USD_2025-01-31T22:00:00Z
102408.05,102433.53,101988.0045,3,102181.835,2025-01-31T23:00:00Z,0.002496254,102363.991874,BTC/USD,BTC/USD_2025-01-31T23:00:00Z
102498.059,102513.485,102209.325,0,102374.098,2025-02-01T00:00:00Z,0.0,102374.098,BTC/USD,BTC/USD_2025-02-01T00:00:00Z
102544.836,102828.21,102478.385,2,102478.385,2025-02-01T01:00:00Z,9.7997e-05,102752.13061,BTC/USD,BTC/USD_2025-02-01T01:00:00Z
102490.99,102797.27,102422.817475,4,102464.367,2025-02-01T02:00:00Z,3.9111e-05,102712.509724,BTC/USD,BTC/USD_2025-02-01T02:00:00Z
102231.6965,102497.2,102207.9155,7,102423.46,2025-02-01T03:00:00Z,0.038035368,102395.867801,BTC/USD,BTC/USD_2025-02-01T03:00:00Z
102355.245,102579.1,102134.501,6,102291.9595,2025-02-01T04:00:00Z,0.049713656,102280.142561,BTC/USD,BTC/USD_2025-02-01T04:00:00Z
102475.91,102577.82,102297.945,5,102303.79,2025-02-01T05:00:00Z,0.039947466,102549.000206,BTC/USD,BTC/USD_2025-02-01T05:00:00Z
102405.05,102545.7315,102183.3425,4,102545.7315,2025-02-01T06:00:00Z,0.00489946,102461.500549,BTC/USD,BTC/USD_2025-02-01T06:00:00Z
102178.45,102492.4,102158.12,5,102452.371,2025-02-01T07:00:00Z,0.531074358,102395.39339,BTC/USD,BTC/USD_2025-02-01T07:00:00Z
102025.46,102250.023,101870.67,3,102186.555,2025-02-01T08:00:00Z,0.004292449,102008.779595,BTC/USD,BTC/USD_2025-02-01T08:00:00Z
101646.49,101969.0295,101390.625186104,3,101969.0295,2025-02-01T09:00:00Z,0.053696506,101799.623777,BTC/USD,BTC/USD_2025-02-01T09:00:00Z
101620.895,102013.21,101614.502,6,101714.7675,2025-02-01T10:00:00Z,0.058897872,101987.112293,BTC/USD,BTC/USD_2025-02-01T10:00:00Z
102013.04,102021.1975,101654.0,1,101654.0,2025-02-01T11:00:00Z,0.01,102016.688,BTC/USD,BTC/USD_2025-02-01T11:00:00Z
102254.9835,102300.3685,102035.235,3,102053.8835,2025-02-01T12:00:00Z,0.006101055,102232.212302,BTC/USD,BTC/USD_2025-02-01T12:00:00Z
101804.45,102284.3,101804.45,3,102200.671,2025-02-01T13:00:00Z,0.002245189,102175.369861,BTC/USD,BTC/USD_2025-02-01T13:00:00Z
101846.9775,102140.771,101803.05,6,101849.585,2025-02-01T14:00:00Z,0.00959532,101997.088834,BTC/USD,BTC/USD_2025-02-01T14:00:00Z
102065.81,102154.5595,101702.3035,4,101890.612,2025-02-01T15:00:00Z,0.108884542,101945.273029,BTC/USD,BTC/USD_2025-02-01T15:00:00Z
101891.1675,102206.975,101891.1675,9,102122.51,2025-02-01T16:00:00Z,0.01650618,101979.969949,BTC/USD,BTC/USD_2025-02-01T16:00:00Z
102261.265,102275.4655,101960.68,2,101960.68,2025-02-01T17:00:00Z,0.041061137,102129.846631,BTC/USD,BTC/USD_2025-02-01T17:00:00Z
101977.15,102299.77,101977.15,4,102219.5165,2025-02-01T18:00:00Z,0.002124111,102237.00311,BTC/USD,BTC/USD_2025-02-01T18:00:00Z
101651.8435,102024.9915,101463.45,6,102024.9915,2025-02-01T19:00:00Z,0.0058951,101728.277085,BTC/USD,BTC/USD_2025-02-01T19:00:00Z
101310.678,101663.3,100925.9,75,101594.177,2025-02-01T20:00:00Z,0.152061393,101186.252581,BTC/USD,BTC/USD_2025-02-01T20:00:00Z
101197.2445,101551.16,101071.488,6,101264.963,2025-02-01T21:00:00Z,0.030363699,101420.581883,BTC/USD,BTC/USD_2025-02-01T21:00:00Z
100658.911,101411.238,100538.4205,3,101132.8825,2025-02-01T22:00:00Z,0.017455583,101176.843377,BTC/USD,BTC/USD_2025-02-01T22:00:00Z
100646.095,100904.07,100301.25,6,100610.4735,2025-02-01T23:00:00Z,0.084559982,100440.839112,BTC/USD,BTC/USD_2025-02-01T23:00:00Z
101254.285,101277.1815,100492.9035,7,100623.3435,2025-02-02T00:00:00Z,0.050085781,100607.802463,BTC/USD,BTC/USD_2025-02-02T00:00:00Z
101233.89,101408.833,101194.9435,2,101194.9435,2025-02-02T01:00:00Z,0.001439657,101390.444592,BTC/USD,BTC/USD_2025-02-02T01:00:00Z
100498.4,101193.845,100420.695,4,101161.1905,2025-02-02T02:00:00Z,0.069302113,100819.683566,BTC/USD,BTC/USD_2025-02-02T02:00:00Z
99180.572,100726.034,99180.572,20,100435.595,2025-02-02T03:00:00Z,0.171107294,99612.498071,BTC/USD,BTC/USD_2025-02-02T03:00:00Z
99539.16,99858.764,99053.35,16,99101.7305,2025-02-02T04:00:00Z,0.039717906,99547.332285,BTC/USD,BTC/USD_2025-02-02T04:00:00Z
100254.85,100356.155,99481.15,13,99481.15,2025-02-02T05:00:00Z,0.017418187,100019.055092,BTC/USD,BTC/USD_2025-02-02T05:00:00Z
100258.326,100511.272,100144.0795,7,100195.185,2025-02-02T06:00:00Z,0.037013311,100405.777577,BTC/USD,BTC/USD_2025-02-02T06:00:00Z
99649.24,100261.2,99600.97,11,100212.28,2025-02-02T07:00:00Z,0.053657458,99801.635164,BTC/USD,BTC/USD_2025-02-02T07:00:00Z
99828.607,100149.814,99378.3693548385,6,99589.1115,2025-02-02T08:00:00Z,0.054658553,99818.721308,BTC/USD,BTC/USD_2025-02-02T08:00:00Z
99670.235,99824.3875,99397.2193548385,7,99758.974,2025-02-02T09:00:00Z,0.076242981,99709.673099,BTC/USD,BTC/USD_2025-02-02T09:00:00Z
99388.555,99646.028,99279.291563275,7,99646.028,2025-02-02T10:00:00Z,0.073080557,99474.48804,BTC/USD,BTC/USD_2025-02-02T10:00:00Z
98836.268,99551.7755,98639.5015,11,99421.8775,2025-02-02T11:00:00Z,0.137574186,99243.714806,BTC/USD,BTC/USD_2025-02-02T11:00:00Z
98193.405856079,99151.4,98193.405856079,21,98883.836,2025-02-02T12:00:00Z,0.16506089,98572.842498,BTC/USD,BTC/USD_2025-02-02T12:00:00Z
98775.55,98843.9,98209.975856079,12,98209.975856079,2025-02-02T13:00:00Z,0.162309757,98653.033053,BTC/USD,BTC/USD_2025-02-02T13:00:00Z
99208.09,99450.9,98700.0,14,98817.0,2025-02-02T14:00:00Z,0.16783325,99339.763981,BTC/USD,BTC/USD_2025-02-02T14:00:00Z
99374.116,99374.116,98712.1955,9,99140.19,2025-02-02T15:00:00Z,0.180204644,99154.051705,BTC/USD,BTC/USD_2025-02-02T15:00:00Z
98270.152,99333.616,98098.95,12,99316.43,2025-02-02T16:00:00Z,0.147777451,98822.182998,BTC/USD,BTC/USD_2025-02-02T16:00:00Z
97163.13,98549.174,97012.66,36,98335.77,2025-02-02T17:00:00Z,0.430213222,97637.937504,BTC/USD,BTC/USD_2025-02-02T17:00:00Z
97017.444,97891.1,96851.818282878,20,97241.88,2025-02-02T18:00:00Z,0.470179899,97311.171625,BTC/USD,BTC/USD_2025-02-02T18:00:00Z
98239.913,98599.58,96866.080782878,24,97070.837,2025-02-02T19:00:00Z,0.131125641,97868.533681,BTC/USD,BTC/USD_2025-02-02T19:00:00Z
97791.5395,98569.7215,97584.9,139,98180.226,2025-02-02T20:00:00Z,0.147894332,98019.681858,BTC/USD,BTC/USD_2025-02-02T20:00:00Z
96986.8175,97954.675,96592.86,12,97739.795,2025-02-02T21:00:00Z,0.200635322,97128.466314,BTC/USD,BTC/USD_2025-02-02T21:00:00Z
97944.1465,98017.195,96258.86,21,97064.85,2025-02-02T22:00:00Z,0.299669619,96590.059142,BTC/USD,BTC/USD_2025-02-02T22:00:00Z
97714.92,98022.0,96540.0715,23,98022.0,2025-02-02T23:00:00Z,0.217855431,97150.021027,BTC/USD,BTC/USD_2025-02-02T23:00:00Z
96513.595,97721.607,95555.3993796525,42,97665.0,2025-02-03T00:00:00Z,0.276000005,97225.252972,BTC/USD,BTC/USD_2025-02-03T00:00:00Z
93328.685,99681.567111126,92024.4,68,96460.33,2025-02-03T01:00:00Z,0.356010812,93875.823671,BTC/USD,BTC/USD_2025-02-03T01:00:00Z
93573.2685,99681.567111126,91321.568238213,74,93381.456,2025-02-03T02:00:00Z,0.319773292,93887.428945,BTC/USD,BTC/USD_2025-02-03T02:00:00Z
94108.77,94745.21,93472.195,56,93606.725,2025-02-03T03:00:00Z,0.214492271,94356.265528,BTC/USD,BTC/USD_2025-02-03T03:00:00Z
92859.6,94543.525,92721.363,69,94057.7045,2025-02-03T04:00:00Z,0.232835156,93767.652153,BTC/USD,BTC/USD_2025-02-03T04:00:00Z
94271.805,94296.03,92777.5,65,92899.4855,2025-02-03T05:00:00Z,0.228133393,93587.09371,BTC/USD,BTC/USD_2025-02-03T05:00:00Z
94010.8445,94683.42,93738.8525,42,94324.81,2025-02-03T06:00:00Z,0.503310138,94040.197621,BTC/USD,BTC/USD_2025-02-03T06:00:00Z
95400.945,95519.8,93920.3,27,93920.3,2025-02-03T07:00:00Z,0.394602471,94289.583724,BTC/USD,BTC/USD_2025-02-03T07:00:00Z
95441.13,95740.85,94895.5,17,95449.4,2025-02-03T08:00:00Z,0.152955762,95278.408061,BTC/USD,BTC/USD_2025-02-03T08:00:00Z
95369.25,96061.81,94976.763027295,14,95373.07,2025-02-03T09:00:00Z,0.731197322,95783.518756,BTC/USD,BTC/USD_2025-02-03T09:00:00Z
95789.2235,95798.55,94914.09,7,95442.076,2025-02-03T10:00:00Z,0.132563766,95400.640444,BTC/USD,BTC/USD_2025-02-03T10:00:00Z
95220.68,95749.23,95024.15,6,95738.727,2025-02-03T11:00:00Z,0.004075552,95500.047485,BTC/USD,BTC/USD_2025-02-03T11:00:00Z
94893.45,95654.196,94817.267,6,95265.685,2025-02-03T12:00:00Z,0.042330301,95208.848338,BTC/USD,BTC/USD_2025-02-03T12:00:00Z
94745.149,95494.072,94493.3235,14,94841.1,2025-02-03T13:00:00Z,0.154004911,95268.972839,BTC/USD,BTC/USD_2025-02-03T13:00:00Z
96701.445,96798.332,94252.735,24,94809.01,2025-02-03T14:00:00Z,0.184421743,95655.941232,BTC/USD,BTC/USD_2025-02-03T14:00:00Z
99068.15,99628.0,96104.679900744,48,96633.32,2025-02-03T15:00:00Z,0.733394379,98020.194645,BTC/USD,BTC/USD_2025-02-03T15:00:00Z
98770.96,99312.16,98358.263,24,99004.699,2025-02-03T16:00:00Z,0.577984747,98681.004789,BTC/USD,BTC/USD_2025-02-03T16:00:00Z
99376.2,99422.327,98160.517,15,98745.0,2025-02-03T17:00:00Z,0.0212834,98476.427266,BTC/USD,BTC/USD_2025-02-03T17:00:00Z
100029.4255,100152.2,99114.2105,14,99345.0,2025-02-03T18:00:00Z,0.206806741,99889.787407,BTC/USD,BTC/USD_2025-02-03T18:00:00Z
102020.75,102020.75,99800.129,22,100085.751,2025-02-03T19:00:00Z,0.047806438,100746.343446,BTC/USD,BTC/USD_2025-02-03T19:00:00Z
101223.4315,102116.7765,101217.8825,244,102032.0,2025-02-03T20:00:00Z,0.143012615,101740.565553,BTC/USD,BTC/USD_2025-02-03T20:00:00Z
101954.9445,102084.921,101066.4015,7,101192.0,2025-02-03T21:00:00Z,0.097555885,101629.844395,BTC/USD,BTC/USD_2025-02-03T21:00:00Z
101797.995,102604.875,101648.6,7,102037.8985,2025-02-03T22:00:00Z,0.018867429,102225.475068,BTC/USD,BTC/USD_2025-02-03T22:00:00Z
101445.725,101970.57,101445.725,2,101834.6,2025-02-03T23:00:00Z,0.005,101708.7788,BTC/USD,BTC/USD_2025-02-03T23:00:00Z
101218.135,101778.7245,101218.135,4,101520.305,2025-02-04T00:00:00Z,0.014380408,101456.617173,BTC/USD,BTC/USD_2025-02-04T00:00:00Z
101516.285,101768.67,100756.709,1,101249.0085,2025-02-04T01:00:00Z,0.594463008,100756.709,BTC/USD,BTC/USD_2025-02-04T01:00:00Z
100932.321,101502.015,100932.321,3,101460.9,2025-02-04T02:00:00Z,0.011089815,101102.43899,BTC/USD,BTC/USD_2025-02-04T02:00:00Z
100729.7795,101146.1155,100675.645,2,100976.445,2025-02-04T03:00:00Z,0.001205732,100876.317344,BTC/USD,BTC/USD_2025-02-04T03:00:00Z
100145.835,101474.5,100125.261,7,100775.315,2025-02-04T04:00:00Z,0.017575005,100299.518054,BTC/USD,BTC/USD_2025-02-04T04:00:00Z
98992.245,100182.16,98349.275,13,100182.16,2025-02-04T05:00:00Z,0.036122461,98866.047144,BTC/USD,BTC/USD_2025-02-04T05:00:00Z
99413.875,99671.614,98922.452,3,98934.865,2025-02-04T06:00:00Z,0.009160287,99187.400317,BTC/USD,BTC/USD_2025-02-04T06:00:00Z
98553.62,99532.1265,98425.4286116625,3,99375.74,2025-02-04T07:00:00Z,0.000228306,98731.934165,BTC/USD,BTC/USD_2025-02-04T07:00:00Z
98370.8,99082.4107200002,97948.18,10,98503.82,2025-02-04T08:00:00Z,0.026971548,98365.621701,BTC/USD,BTC/USD_2025-02-04T08:00:00Z
98416.173,98867.883,98375.685,2,98431.71,2025-02-04T09:00:00Z,0.010554141,98740.855441,BTC/USD,BTC/USD_2025-02-04T09:00:00Z
98891.724,99054.67,98463.09,3,98463.09,2025-02-04T10:00:00Z,0.021815365,98761.858627,BTC/USD,BTC/USD_2025-02-04T10:00:00Z
99040.243,99533.748,98830.43,4,98830.43,2025-02-04T11:00:00Z,0.020524728,99264.177037,BTC/USD,BTC/USD_2025-02-04T11:00:00Z
