symbol,t,o,h,l,c,v,vw,n
BTC/USD,2024-11-02T17:00:00Z,69580.4055,69580.4055,69306.315,69379.65,0.000350136,69475.7,1
BTC/USD,2024-11-02T18:00:00Z,69416.9,69454.545,69214.007,69397.221,0.000729934,69355.427561,2
BTC/USD,2024-11-02T19:00:00Z,69437.45,69563.1,69370.565,69493.365,0.046924071,69460.13358,12
BTC/USD,2024-11-02T20:00:00Z,69495.644,69562.232,69443.895,69489.185,0.003103313,69521.164378,5
BTC/USD,2024-11-02T21:00:00Z,69530.685,69530.685,69415.08,69415.08,0.00140083,69461.6,1
BTC/USD,2024-11-02T22:00:00Z,69425.74,69525.395,69375.023,69409.35,1.4398e-05,69446.2,1
BTC/USD,2024-11-02T23:00:00Z,69408.25,69434.015,69129.6795,69345.85,1.4402e-05,69431.1,1
BTC/USD,2024-11-03T00:00:00Z,69358.4775,69358.4775,69125.645,69150.975,0,0,0
BTC/USD,2024-11-03T01:00:00Z,69147.735,69207.95,69000.8485,69002.985,0.0015,69077.086667,3
BTC/USD,2024-11-03T02:00:00Z,68947.971,68979.155,67816.482,68193.1855,0.016423518,68312.353756,30
BTC/USD,2024-11-03T03:00:00Z,68160.557,68445.3,68010.986,68354.0355,0.011010956,68318.611994,2
BTC/USD,2024-11-03T04:00:00Z,68321.7645,68654.228,68280.785,68563.01,0.77365679,68494.799522,5
BTC/USD,2024-11-03T05:00:00Z,68547.9825,68673.063,68394.043,68420.03,0.00727357,68600.71312,3
BTC/USD,2024-11-03T06:00:00Z,68441.93,68738.848,68352.53,68552.3975,0.007570649,68587.285621,3
BTC/USD,2024-11-03T07:00:00Z,68537.425,68675.734,68349.3615,68366.5605,0.149085177,68430.210131,6
BTC/USD,2024-11-03T08:00:00Z,68396.82,68539.99,68271.05,68447.987,0.001434374,68534.315136,2
BTC/USD,2024-11-03T09:00:00Z,68458.447,68501.855,68174.525,68191.18,1.4605e-05,68468.84,1
BTC/USD,2024-11-03T10:00:00Z,68216.332,68520.0075,68210.81,68405.434,0.559808612,68260.015703,5
BTC/USD,2024-11-03T11:00:00Z,68423.6,68537.966,68295.78,68347.63,0.014239711,68403.011152,2
BTC/USD,2024-11-03T12:00:00Z,68378.42,68510.196,68286.62,68466.7775,0.020917585,68436.057537,3
BTC/USD,2024-11-03T13:00:00Z,68492.068,68492.068,67955.105,68045.955,0.0100146,68286.050785,2
BTC/USD,2024-11-03T14:00:00Z,68064.2,68162.5525,67604.1910545905,67756.1285,0.120112511,67781.989249,8
BTC/USD,2024-11-03T15:00:00Z,67780.567,68187.48,67444.08,68079.8615,0.235982414,67630.744118,11
BTC/USD,2024-11-03T16:00:00Z,68039.05,68505.3825,68039.05,68126.9,0.005301339,68100.455214,5
BTC/USD,2024-11-03T17:00:00Z,68152.4,68452.86,68099.576,68335.935,1.055221357,68303.161336,5
BTC/USD,2024-11-03T18:00:00Z,68348.4465,68438.98,67700.5,67995.315,0.000949038,68126.147485,3
BTC/USD,2024-11-03T19:00:00Z,67961.83,68660.52,67961.83,68651.827,0.033014705,68199.911881,2
BTC/USD,2024-11-03T20:00:00Z,68684.86,68921.95,68460.75,68921.95,0.004065156,68611.390104,10
BTC/USD,2024-11-03T21:00:00Z,68951.45,69301.975,68951.45,69110.165,0.00148256,69073.83705,2
BTC/USD,2024-11-03T22:00:00Z,69134.249,69270.365,68755.075,68851.708,0.040555,68903.164991,6
BTC/USD,2024-11-03T23:00:00Z,68821.4145,68887.05,68477.5145,68761.264,0,0,0
BTC/USD,2024-11-04T00:00:00Z,68726.245,68726.245,68213.051,68657.15,0,0,0
BTC/USD,2024-11-04T01:00:00Z,68702.5,68977.213,68541.152,68950.03,0,0,0
BTC/USD,2024-11-04T02:00:00Z,68986.299,69257.3555,68856.04,69242.7975,0.005230575,69105.732254,2
BTC/USD,2024-11-04T03:00:00Z,69276.62,69435.547,68970.425,68982.7645,0.016472261,69150.246322,3
BTC/USD,2024-11-04T04:00:00Z,69009.69,69323.2495,69009.69,69092.04,0.035456047,69127.288,1
BTC/USD,2024-11-04T05:00:00Z,69091.438,69135.44,68679.491,68755.16,0.060877723,68711.874747,2
BTC/USD,2024-11-04T06:00:00Z,68776.15,69113.226,68776.15,69076.872,0.124599825,69057.05946,8
BTC/USD,2024-11-04T07:00:00Z,69031.45,69108.53,68555.925,68562.583,0.001112709,68614.518823,2
BTC/USD,2024-11-04T08:00:00Z,68611.132,68664.466,68409.815,68648.05,0,0,0
BTC/USD,2024-11-04T09:00:00Z,68689.15,68869.1,68448.965,68594.574,0,0,0
BTC/USD,2024-11-04T10:00:00Z,68559.919,68853.7975,68552.445,68777.483,0.000707469,68769,1
BTC/USD,2024-11-04T11:00:00Z,68774.65,68967.1365,68654.335,68757.77,0.503747701,68812.857995,2
BTC/USD,2024-11-04T12:00:00Z,68783.8685,68948.4555,68670.545,68945.3835,0.111061961,68853.987,1
BTC/USD,2024-11-04T13:00:00Z,68897.13,69223.204,68644.155,68644.155,0.009766627,69089.990606,7
BTC/USD,2024-11-04T14:00:00Z,68604.35,68651.5865,68162.595,68345.2415,0.286611745,68421.107269,3
BTC/USD,2024-11-04T15:00:00Z,68381.8,68693.7905,68211.7645,68626.065,0.068942327,68394.094942,7
BTC/USD,2024-11-04T16:00:00Z,68610.5965,68765.925,67572.8115,67696.7,0.034158534,68070.633911,10
BTC/USD,2024-11-04T17:00:00Z,67737.9,67914.01,67223.437,67813.804,0.257665273,67691.110297,13
BTC/USD,2024-11-04T18:00:00Z,67788.695,68003.052,67558.5255,67614.292,0.19962338,67748.707483,13
BTC/USD,2024-11-04T19:00:00Z,67649.184,67998.34,67608.805,67816.97,0.00395696,67851.59111,3
BTC/USD,2024-11-04T20:00:00Z,67778.618,67778.618,67278.2,67278.2,0.124685726,67484.347757,19
BTC/USD,2024-11-04T21:00:00Z,67316.438,67798.5,66816.2,67087.5895,0.179068305,67297.511542,13
BTC/USD,2024-11-04T22:00:00Z,67052.325,68078.285,67030.568,67905.45,0.010292445,67512.872879,4
BTC/USD,2024-11-04T23:00:00Z,67867.92,67996.8965,67582.975,67808.953,0.000523396,67767.103268,2
BTC/USD,2024-11-05T00:00:00Z,67778.4185,68122.5175,67778.4185,67992.95,0.022341028,67987.658124,2
BTC/USD,2024-11-05T01:00:00Z,67955.25,68036.12,67457.7085,67940.276,1.471e-05,67977,1
BTC/USD,2024-11-05T02:00:00Z,67960.5745,68050.813,67798.68,67834.7795,0.007203383,68050.813,1
BTC/USD,2024-11-05T03:00:00Z,67871.472,68203.4815,67871.472,68203.4815,0.0043,67941.98,1
BTC/USD,2024-11-05T04:00:00Z,68243.349,68441.645,68174.579,68301.5415,0.029018533,68323.65056,5
BTC/USD,2024-11-05T05:00:00Z,68308.335,68723.565,68250.51,68702.51,0.021294682,68569.300723,2
BTC/USD,2024-11-05T06:00:00Z,68720.804,68763.3445,68533.4215,68753.1085,0.061641712,68656.017933,5
BTC/USD,2024-11-05T07:00:00Z,68723.393,68918.015,68555.5,68848.3585,0.009691915,68796.394668,2
BTC/USD,2024-11-05T08:00:00Z,68875.066,68974.124,68769.6,68974.124,0.031110831,68857.565266,3
BTC/USD,2024-11-05T09:00:00Z,68987.52,69042.1,68703.4425,68751.509,0.060609199,68904.994212,4
BTC/USD,2024-11-05T10:00:00Z,68722.195,68794.73,68589.83,68739.7865,0.1631782,68748.703755,4
BTC/USD,2024-11-05T11:00:00Z,68770.1835,68902.535,68743.29,68766.17,0.004321846,68825.93592,2
BTC/USD,2024-11-05T12:00:00Z,68807.605,68905.65,68659.0505,68838.387,0,0,0
BTC/USD,2024-11-05T13:00:00Z,68887.3555,68887.3555,68667.475,68812.55,0.001737827,68781.458224,4
BTC/USD,2024-11-05T14:00:00Z,68784.801,70278.27,68727.088,69969.4025,0.049041324,69678.398004,10
BTC/USD,2024-11-05T15:00:00Z,69925.745,70043.73,69219.745,69603.501,0.024876281,69542.079552,5
BTC/USD,2024-11-05T16:00:00Z,69649.9,70521.85,69535.666,70162.281,0.089091203,70041.305571,18
BTC/USD,2024-11-05T17:00:00Z,70197.2,70458.986,69901.245,69971.5125,0.520562617,70054.474594,7
BTC/USD,2024-11-05T18:00:00Z,70014.1615,70251.7695,69768.885,70251.7695,0.15044475,69938.132197,5
BTC/USD,2024-11-05T19:00:00Z,70287.6785,70324.06,68761,68997.3585,0.521323444,69953.276634,6
BTC/USD,2024-11-05T20:00:00Z,68959.6345,69641,68840.3045,69432.9625,0.046133825,69510.130868,26
BTC/USD,2024-11-05T21:00:00Z,69471.2865,69599.45,69093.68,69155.1575,0.00340215,69382.313767,5
BTC/USD,2024-11-05T22:00:00Z,69122.0505,69599.9,68912.74,69599.11,0.004206457,69384.91,1
BTC/USD,2024-11-05T23:00:00Z,69545.2375,69902.8185,69300.47,69373.65,0.014063188,69794.48814,3
BTC/USD,2024-11-06T00:00:00Z,69405.1,71473,69311.7305,71137.479,0.06769883,70847.183161,26
BTC/USD,2024-11-06T01:00:00Z,71168.605,71445.655,70642,71153.065,0.034967678,71064.031656,8
BTC/USD,2024-11-06T02:00:00Z,71180.37,73281.286,70958.31,73098.787,0.94441711,71865.654477,36
BTC/USD,2024-11-06T03:00:00Z,73127.525,75092.86,73089.5,74334.115,0.866255413,73874.802807,35
BTC/USD,2024-11-06T04:00:00Z,74373.885,74940.192,73941.6,74270.744,1.247423776,74240.271293,18
BTC/USD,2024-11-06T05:00:00Z,74314.1525,74861.133,73716.299,74812.415,0.306494547,74493.217751,16
BTC/USD,2024-11-06T06:00:00Z,74748.8,75401.9875,74250.5655,74284.45,2.623608453,74766.797896,26
BTC/USD,2024-11-06T07:00:00Z,74331.6,74664.4,73153.715,73403.6845,2.256207219,74316.243486,32
BTC/USD,2024-11-06T08:00:00Z,73431.6525,73561.774,72753.38,73479.845,0.302579119,73123.722048,18
BTC/USD,2024-11-06T09:00:00Z,73514.85,74106.345,73514.85,73837.3085,0.489296857,73712.163012,13
BTC/USD,2024-11-06T10:00:00Z,73790.185,73971.6,73422.844,73872.98,0.05319732,73778.467787,9
BTC/USD,2024-11-06T11:00:00Z,73828.635,74482.75,73695.573,74300.3785,0.049013151,74091.516518,11
BTC/USD,2024-11-06T12:00:00Z,74345.3,74782.965,74208.5795,74214.0835,0.187853223,74513.361554,10
BTC/USD,2024-11-06T13:00:00Z,74249.5,74329.9745,73666.495,74015.28,0.050958898,74019.340411,8
BTC/USD,2024-11-06T14:00:00Z,74048.0705,74780.294,73556.5535,73654.236,1.023932682,74155.695965,14
BTC/USD,2024-11-06T15:00:00Z,73680.77,74566.8385,73576.3575,74385.545,0.313399693,74418.293658,13
BTC/USD,2024-11-06T16:00:00Z,74424.19,74612.035,74189.5205,74379.0125,0.100037212,74383.863661,13
BTC/USD,2024-11-06T17:00:00Z,74348.35,74729.21,74218.756,74506.51,0.48369274,74625.944321,9
BTC/USD,2024-11-06T18:00:00Z,74464.576,75332.055,74464.576,75332.055,0.556002632,75002.943744,16
BTC/USD,2024-11-06T19:00:00Z,75360.11,75988,75159.8895,75941.15,0.376451701,75569.318323,30
BTC/USD,2024-11-06T20:00:00Z,75905.421,76519.772,75621.4,76219.698,0.696891798,75905.90904,96
BTC/USD,2024-11-06T21:00:00Z,76144.215,76281.57,75757.57,75991.2985,0.036211522,76140.094114,7
BTC/USD,2024-11-06T22:00:00Z,76022.24,76138.207,75601.647,75698.804,0.155423705,75665.428491,8
BTC/USD,2024-11-06T23:00:00Z,75744.1965,75925.85,75640.4655,75659.162,0.048575378,75703.400741,3
BTC/USD,2024-11-07T00:00:00Z,75691.315,75733.68,75165.999,75376.29,0.406668123,75357.741972,6
BTC/USD,2024-11-07T01:00:00Z,75427.2,76037.95,75315.085,75471.673,1.048388607,75871.860348,5
BTC/USD,2024-11-07T02:00:00Z,75438.246,75510.325,75200.865,75348.3835,0.041606534,75431.530948,4
BTC/USD,2024-11-07T03:00:00Z,75293.166,75426.0215,75087.365,75097.22,0.006137693,75168.266428,2
BTC/USD,2024-11-07T04:00:00Z,75110.195,75110.195,74702.4445,74814.2995,0.464288963,74922.181416,6
BTC/USD,2024-11-07T05:00:00Z,74858.865,74944.275,74734.765,74804.1895,0.02735511,74902.516594,3
BTC/USD,2024-11-07T06:00:00Z,74772.51,74863.1655,74508.668,74796.957,0.003015657,74779.31435,4
BTC/USD,2024-11-07T07:00:00Z,74834.4345,75013.858,74745.075,74806.29,0.065451205,74892.961859,8
BTC/USD,2024-11-07T08:00:00Z,74783.0255,75174.305,74753.5245,75166.105,0.006501639,74830.3,1
BTC/USD,2024-11-07T09:00:00Z,75156.702,75207.257,74903.395,74992.3245,0.053375889,75016.196695,5
BTC/USD,2024-11-07T10:00:00Z,74941.1,75067.77,74798.9375,75044.133,0.079422228,74909.555969,4
BTC/USD,2024-11-07T11:00:00Z,75075.78,75075.78,74779.035,74785.4985,0.019617733,74900.642139,5
BTC/USD,2024-11-07T12:00:00Z,74793.355,75144.9485,74774.4995,75032.4375,0.012600272,75028.190269,3
BTC/USD,2024-11-07T13:00:00Z,75066.355,75066.355,74623,74703.483,0.107336813,74895.018424,14
BTC/USD,2024-11-07T14:00:00Z,74671.83,74999.93,74604.8425,74878.87,0.092229659,74844.426356,8
BTC/USD,2024-11-07T15:00:00Z,74842.11,76164.135,74751.001,76114.35,0.213991221,75528.665124,14
BTC/USD,2024-11-07T16:00:00Z,76155.4715,76279.078,75630.47,75981.314,1.197828784,75842.538587,25
BTC/USD,2024-11-07T17:00:00Z,75945.845,76548.4576523925,75866.3565,76348.905,0.532485134,76322.660096,16
BTC/USD,2024-11-07T18:00:00Z,76400.93,76795.1805,75911.05,76663,0.073760245,76349.882108,18
BTC/USD,2024-11-07T19:00:00Z,76623.7375,76676.7835,76036.89,76623.5315,0.436096396,76249.656433,12
BTC/USD,2024-11-07T20:00:00Z,76657.05,77380.352644836,76418.3505,76577.057,0.117438471,76831.19648,54
BTC/USD,2024-11-07T21:00:00Z,76617.691,76684.42,76009.2125,76009.2125,0.011778317,76327.868728,3
BTC/USD,2024-11-07T22:00:00Z,76018.425,76052.944,75543.9015,75910.6845,0.011933788,75891.983935,4
BTC/USD,2024-11-07T23:00:00Z,75942.535,76152.4905,75778.985,75915.16,0.013830635,75894.294767,2
BTC/USD,2024-11-08T00:00:00Z,75949.5595,76417.4594399995,75907.0665,76068.6,0.0052,76255.546154,2
BTC/USD,2024-11-08T01:00:00Z,76108.9255,76377.9,75933.55,76064.7,0.060764185,76215.966673,7
BTC/USD,2024-11-08T02:00:00Z,76033.5395,76080.447,75752.3,75766.235,0.035997128,75858.706571,5
BTC/USD,2024-11-08T03:00:00Z,75756.59,75974.25,75691.595,75970.01,0.053463998,75804.377571,5
BTC/USD,2024-11-08T04:00:00Z,75957.15,76107.815,75878.45,75911.045,0.019668943,76010.158198,6
BTC/USD,2024-11-08T05:00:00Z,75903.0215,76220.5815,75903.0215,76052.2745,0.001652291,76030.978755,3
BTC/USD,2024-11-08T06:00:00Z,76054.6955,76067.68,75896.805,75950.785,0.022100441,75982.696252,5
BTC/USD,2024-11-08T07:00:00Z,75917.8795,76324.5,75779.925,76249.7955,0.061087963,76246.726907,4
BTC/USD,2024-11-08T08:00:00Z,76270.7395,76270.7395,75848.937,75928.8205,0.132384303,75956.420771,4
BTC/USD,2024-11-08T09:00:00Z,75865.7405,76132.9,75865.7405,76040.9975,0.012556676,76129.764392,2
BTC/USD,2024-11-08T10:00:00Z,76007.002,76389.07,75871.235,76299.1325,0.008505474,76197.150988,4
BTC/USD,2024-11-08T11:00:00Z,76347.618,76363.5,76022.4905,76022.4905,0.324568655,76221.751108,5
BTC/USD,2024-11-08T12:00:00Z,76027.6,76236.955,76027.6,76170.1535,0.008948926,76112.751322,2
BTC/USD,2024-11-08T13:00:00Z,76121.41,76372.375,75943.585,76372.375,0.12629141,76190.357293,7
BTC/USD,2024-11-08T14:00:00Z,76317.16,76404.7959399995,75685.4165,75838.6175,0.473120947,75875.904516,8
BTC/USD,2024-11-08T15:00:00Z,75879.7375,76671.778,75703.8,76480.741,0.059349583,76393.280973,12
BTC/USD,2024-11-08T16:00:00Z,76461.482,76568.1305,75899.0275,75977.289,0.149693648,76261.183047,16
BTC/USD,2024-11-08T17:00:00Z,76012.1845,76600.599,75919.87,76483.85,0.362691566,76187.696284,6
BTC/USD,2024-11-08T18:00:00Z,76441.6255,77112.1645,76393.703,76929.315,0.129067446,76619.661194,9
BTC/USD,2024-11-08T19:00:00Z,76971.6265,77288.92,76889.5595,77052.8985,0.547250235,77228.101309,11
BTC/USD,2024-11-08T20:00:00Z,77077.7465,77178.07,76547.2665,76711.7965,0.068179643,76709.1643,35
BTC/USD,2024-11-08T21:00:00Z,76683.705,76806.5025,76502.785,76558.835,0.021784275,76684.624514,10
BTC/USD,2024-11-08T22:00:00Z,76558.661,76684.45,76395.31,76413.6,0.0057,76522.651754,2
BTC/USD,2024-11-08T23:00:00Z,76459.725,76597.075,76378.322,76583.045,2.5577e-05,76524.89354,2
BTC/USD,2024-11-09T00:00:00Z,76550.302,76729.1,76452.3685,76473.457,0.00045267,76541.235641,6
BTC/USD,2024-11-09T01:00:00Z,76528.205,76587.945,76322.225,76377.9135,0.59918,76332.231308,2
BTC/USD,2024-11-09T02:00:00Z,76327.03,76487.3775,76250.2605,76487.3775,0.1,76352.357,1
BTC/USD,2024-11-09T03:00:00Z,76421.4255,76441.96,76297.9975,76388.705,0.004306237,76432.959102,2
BTC/USD,2024-11-09T04:00:00Z,76442.3855,76469.114,76354.008,76418.8745,0.00127246,76469.114,1
BTC/USD,2024-11-09T05:00:00Z,76459.949,76686.784,76401.712,76628.61,0.017670293,76477.611624,13
BTC/USD,2024-11-09T06:00:00Z,76585.195,76839.895,76500.52,76586.025,0.03793622,76620.610023,6
BTC/USD,2024-11-09T07:00:00Z,76555.2825,76628.63,76404.1095,76585.4305,0.161105779,76590.833115,8
BTC/USD,2024-11-09T08:00:00Z,76609.25,76728.5,76508.799,76581.9615,0.094458441,76649.942421,5
BTC/USD,2024-11-09T09:00:00Z,76633.997,76682.5,76548.8315,76611.495,0.013958701,76679.274532,2
BTC/USD,2024-11-09T10:00:00Z,76593.6995,76691.7525,76483.845,76513.64,0.0032,76568.035,1
BTC/USD,2024-11-09T11:00:00Z,76491.7485,76550.6645,76423.79,76539.14,0,0,0
BTC/USD,2024-11-09T12:00:00Z,76593.95,76642.2,76326.0745,76366.15,0.091896109,76551.674225,9
BTC/USD,2024-11-09T13:00:00Z,76383.635,76561.35,76334.9255,76494.68,0.0137,76561,1
BTC/USD,2024-11-09T14:00:00Z,76465.044,76486.2055,76316.54,76416.7,0.053063622,76393.43984,5
BTC/USD,2024-11-09T15:00:00Z,76385.8395,76469.195,76333.921,76369.375,0.0015,76430.349133,3
BTC/USD,2024-11-09T16:00:00Z,76368.668,76401.47,76105.99,76142.2135,0.020627488,76254.529604,10
BTC/USD,2024-11-09T17:00:00Z,76097.478,76233.48,75789.194,76233.48,0.01901427,75976.56635,8
BTC/USD,2024-11-09T18:00:00Z,76250,76441.065,76232.087,76417.54,0.012808547,76320.836615,2
BTC/USD,2024-11-09T19:00:00Z,76363.349,76731,76195.93,76259.6815,0.012890615,76401.021025,5
BTC/USD,2024-11-09T20:00:00Z,76256.09,76396.07,76231.034,76311.35,0.114835042,76326.225298,49
BTC/USD,2024-11-09T21:00:00Z,76313.1705,76489.2365,76268.715,76481.9115,0.001345394,76417.69,1
BTC/USD,2024-11-09T22:00:00Z,76458.68,76651.4525,76424.025,76591.2,0.005038703,76499.691263,4
BTC/USD,2024-11-09T23:00:00Z,76532.765,76961.3045,76506.03,76723.2905,0.006304912,76773.595365,3
BTC/USD,2024-11-10T00:00:00Z,76749.0825,77122.7745,76551.545,76963.025,0.005,77000,1
BTC/USD,2024-11-10T01:00:00Z,76937.85,77000.255,76750,76758.7,0.0002,76750,1
BTC/USD,2024-11-10T02:00:00Z,76792.12,77496.79,76760.415,77090.7985,0.025458902,77216.344655,10
BTC/USD,2024-11-10T03:00:00Z,77130.35,77468.7,77040.475,77270.4875,0.005037175,77268.620506,2
BTC/USD,2024-11-10T04:00:00Z,77228.535,79363.025,77228.535,79161.015,0.153573424,78111.818565,18
BTC/USD,2024-11-10T05:00:00Z,79212.165,79747.3865,78858.12,79146.665,0.080408835,79347.494702,19
BTC/USD,2024-11-10T06:00:00Z,79149.8075,79239.45,78680.9,78926.8685,0.047999828,78887.181099,10
BTC/USD,2024-11-10T07:00:00Z,78971.68,79162.11,78816.406,78874.45,1.494523202,79021.331,6
BTC/USD,2024-11-10T08:00:00Z,78907.65,79178.4535,78907.65,79178.4535,0,0,0
BTC/USD,2024-11-10T09:00:00Z,79211.564,79521.135,79132.453,79421.085,0.079176672,79363.234129,11
BTC/USD,2024-11-10T10:00:00Z,79454.325,79795.503,79285.7,79616.6805,0.08287802,79507.051263,9
BTC/USD,2024-11-10T11:00:00Z,79658.8035,80038.5,79611.11,79946.18,0.678666161,79804.139945,18
BTC/USD,2024-11-10T12:00:00Z,79984.321,80120.375,79411.48325062,79727.35,0.492353016,79582.150875,14
BTC/USD,2024-11-10T13:00:00Z,79693.625,79940.178,79649.18,79789.4615,0.206649861,79782.625929,8
BTC/USD,2024-11-10T14:00:00Z,79770.7565,79991.45,79285.091,79623.4095,0.052846815,79854.514327,8
BTC/USD,2024-11-10T15:00:00Z,79571.695,79833.79,79498.7545,79772.67,0.020081946,79731.516935,6
BTC/USD,2024-11-10T16:00:00Z,79806.85,79868.25,79577.625,79868.25,0.023350477,79824.263919,9
BTC/USD,2024-11-10T17:00:00Z,79828.185,80795.6,79753.1505,80502.075,0.527550083,80282.746626,30
BTC/USD,2024-11-10T18:00:00Z,80524.92,81126.8835,80444.4,80643.435,0.62373295,80529.53741,18
BTC/USD,2024-11-10T19:00:00Z,80598.249,80958.23,79436.838,79803.9,0.114567365,79748.767047,10
BTC/USD,2024-11-10T20:00:00Z,79842.3,79967.634,79070.363759305,79070.363759305,0.126531376,79496.856033,70
BTC/USD,2024-11-10T21:00:00Z,79090.168759305,80056.253,78528.9,79910.396,0.054224057,79292.289406,11
BTC/USD,2024-11-10T22:00:00Z,79957.912,81514.6205,79859.875,80703.639,0.245245426,80818.878618,36
BTC/USD,2024-11-10T23:00:00Z,80732.2,80732.2,80030.8,80426.4,0.043767108,80478.712892,7
BTC/USD,2024-11-11T00:00:00Z,80482.53,80879.94,80294.243,80649.81,0.051677649,80588.546963,5
BTC/USD,2024-11-11T01:00:00Z,80594.4685,81746.403,80446.9,81275.7895,0.184797429,80786.142985,12
BTC/USD,2024-11-11T02:00:00Z,81225.007,81582.1435,81083.48,81496.825,0.072305628,81295.140348,8
BTC/USD,2024-11-11T03:00:00Z,81464.5195,81912.83,81087.868,81726.581,0.064845634,81398.077067,16
BTC/USD,2024-11-11T04:00:00Z,81763.984,81778.25,81268.505,81549.55,0.01128049,81475.144983,6
BTC/USD,2024-11-11T05:00:00Z,81511.8,81649.699,80535.64,80790.1,0.203553154,80901.361574,12
BTC/USD,2024-11-11T06:00:00Z,80840.203,81303.365,80689.145,80984.905,0.105444085,81153.906441,11
BTC/USD,2024-11-11T07:00:00Z,80946.319,81310.235,80838.07,81203.68,0.131426079,81046.513493,14
BTC/USD,2024-11-11T08:00:00Z,81243.462,81456.18,81126.8035,81311.6215,0.04679109,81308.039206,11
BTC/USD,2024-11-11T09:00:00Z,81267.84,81843.7755,81266.074,81789.0075,0.054466972,81557.819501,10
BTC/USD,2024-11-11T10:00:00Z,81764.58,82410.964,81764.58,82035.065,0.122177686,82204.570245,20
BTC/USD,2024-11-11T11:00:00Z,82097.165,82322.463,81915.455,82217.9445,0.176601849,82188.450073,21
BTC/USD,2024-11-11T12:00:00Z,82269.989,82488.0655,81852.054,82260.715,0.11531416,82346.109377,13
BTC/USD,2024-11-11T13:00:00Z,82308.535,82308.535,81568.117,81905.0625,0.128426994,81860.745835,14
BTC/USD,2024-11-11T14:00:00Z,81939.308,82676.617,81615.488,82628.85,0.200753787,82262.524328,24
BTC/USD,2024-11-11T15:00:00Z,82573.46,84371.5,82463.74,84217.36,0.410803369,83599.038042,44
BTC/USD,2024-11-11T16:00:00Z,84228.585,84990.15,83927.296,84359.3295,1.248267133,84372.972827,48
BTC/USD,2024-11-11T17:00:00Z,84381.9305,84996.165,84325.64,84733.45,0.369199311,84768.522018,22
BTC/USD,2024-11-11T18:00:00Z,84765.2545,85907.12,84362.8395,85907.12,1.16730725,84904.822799,35
BTC/USD,2024-11-11T19:00:00Z,85932,86723.3955,85599.18,86314.705,0.674667362,86132.824625,49
BTC/USD,2024-11-11T20:00:00Z,86271.76,87500,86271.76,87050.96,0.630284786,87100.572313,90
BTC/USD,2024-11-11T21:00:00Z,87103.2625,88485.284,86914.855,88017.1085,0.392432349,88105.391675,33
BTC/USD,2024-11-11T22:00:00Z,88056.65,88196.1065,86539.4865,88146.694,0.281174587,87326.646215,23
BTC/USD,2024-11-11T23:00:00Z,88198.05,89650.522040302,88198.05,88788.747,0.154999633,88967.03723,41
BTC/USD,2024-11-12T00:00:00Z,88730.65,89098.693,86757.44,89096.4,0.130955477,88019.222997,39
BTC/USD,2024-11-12T01:00:00Z,89042.965,89599.785,88563.74,88676.7825,0.119854131,88943.316574,25
BTC/USD,2024-11-12T02:00:00Z,88593.729,88979.678,87124.55,87838.54,0.088493028,87974.414111,20
BTC/USD,2024-11-12T03:00:00Z,87784.18,88322.86,87635.91,88176.418,0.186392006,87818.681388,16
BTC/USD,2024-11-12T04:00:00Z,88152.803,89069.9435,87861.3825,88559.747,0.649537342,88540.561887,33
BTC/USD,2024-11-12T05:00:00Z,88607.721,88886.68,88277.52,88412.925,0.14434132,88574.018652,19
BTC/USD,2024-11-12T06:00:00Z,88424.68,89944.45,88256.689,89687.685,1.460201836,89318.946545,27
BTC/USD,2024-11-12T07:00:00Z,89647.752,90000,89084.45,89084.45,0.549236765,89422.647728,28
BTC/USD,2024-11-12T08:00:00Z,89153.5315,89435.993,88870.265,89405.9,0.629867735,89265.969908,30
BTC/USD,2024-11-12T09:00:00Z,89340.657,89474.2085,87747.48,87774.195,1.881274883,88177.736783,34
BTC/USD,2024-11-12T10:00:00Z,87805.479,88151.248,85393.9,86886.0495,1.139167834,86548.136282,46
BTC/USD,2024-11-12T11:00:00Z,86862.765,87961.61,86617.5335,87304.8285,0.316382829,87435.393912,41
BTC/USD,2024-11-12T12:00:00Z,87260.57,87933.53,86334.03,86433.04,0.305009405,87090.423138,26
BTC/USD,2024-11-12T13:00:00Z,86484.1235,86564.4215,85146.173,86372.4195,0.669076754,85788.03888,32
BTC/USD,2024-11-12T14:00:00Z,86297.6195,87145.05,85274.53,87089.7995,0.430875989,86371.657339,48
BTC/USD,2024-11-12T15:00:00Z,87043.468,87575.32,86206.24,86678.596,1.111687405,87074.042357,35
BTC/USD,2024-11-12T16:00:00Z,86653.562,87681.7345,85806.235,87112.9,0.364382298,86581.259694,27
BTC/USD,2024-11-12T17:00:00Z,87137.9,88000,87030.1695,87057.46,0.258067201,87596.869602,28
BTC/USD,2024-11-12T18:00:00Z,87103.6605,88992.6,87074.055,88950.017,0.090967683,88342.910345,32
BTC/USD,2024-11-12T19:00:00Z,88971.9,89905.9885,88766.8,88858.25,1.262921859,89604.117881,47
BTC/USD,2024-11-12T20:00:00Z,88925.815,89972.6,88876.087,89635.7345,0.23087315,89631.586026,53
BTC/USD,2024-11-12T21:00:00Z,89700.809,89816.54,88253.4655,88329.155,0.602728421,89596.965158,12
BTC/USD,2024-11-12T22:00:00Z,88390.3345,88702.08,87757.45,88648.02,0.046430543,88378.025634,15
BTC/USD,2024-11-12T23:00:00Z,88591.5,88591.5,87527.5,88035.95,0.134957496,88405.70832,8
